Rodzaj_obiektu,Miesiac,Turyści_Ogółem,Turyści_Zagraniczni,Rok,Turyści_Krajowi
"Domy pracy twórczej 
Creative arts centres",II,2324.0,40.0,2017,2284.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",II,4726.0,0.0,2017,4726.0
"Kempingi 
Camping sites",II,385.0,74.0,2017,311.0
"Pola biwakowe  
Tent camp sites",II,18.0,0.0,2017,18.0
"Hostele 
Hostels",II,42959.0,12287.0,2017,30672.0
"Zakłady uzdrowiskowe 
Health establishments",II,51763.0,1970.0,2017,49793.0
"Pokoje gościnne 
Rooms for guests",II,48986.0,3306.0,2017,45680.0
"Kwatery agroturystyczne 
Agrotourism lodgings",II,6571.0,325.0,2017,6246.0
"Pozostałe niesklasyfikowane 
Other not classified",II,47856.0,4686.0,2017,43170.0
O G Ó Ł E M                       2016           ,III,1868981.0,439065.0,2017,1429916.0
T O T A L                            2017            ,III,2107293.0,449138.0,2017,1658155.0
"Obiekty hotelowe 
Hotels and similar establishments",III,1752437.0,411243.0,2017,1341194.0
"Hotele 
Hotels",III,1547012.0,378962.0,2017,1168050.0
"Motele  
Motels",III,17522.0,0.0,2017,17522.0
"Pensjonaty 
Boarding house",III,30582.0,0.0,2017,30582.0
"Inne obiekty hotelowe 
Other hotel facilities",III,157321.0,26796.0,2017,130525.0
"Pozostałe obiekty noclegowe
Other facilities ",III,354856.0,0.0,2017,354856.0
"Domy wycieczkowe 
Excursion hostels",III,4750.0,266.0,2017,4484.0
"Schroniska 
Shelters",III,11357.0,323.0,2017,11034.0
"Schroniska młodzieżowe 
Youth hostels",III,6075.0,1113.0,2017,4962.0
"Szkolne schroniska młodzieżowe
School youth hostels",III,20989.0,0.0,2017,20989.0
"Ośrodki wczasowe 
Holiday centres",III,45820.0,4480.0,2017,41340.0
"Ośrodki kolonijne 
Holiday youth centers",III,4981.0,73.0,2017,4908.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",III,51380.0,2967.0,2017,48413.0
"Domy pracy twórczej 
Creative arts centres",III,2058.0,24.0,2017,2034.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",III,3422.0,0.0,2017,3422.0
"Kempingi 
Camping sites",III,659.0,144.0,2017,515.0
"Pola biwakowe  
Tent camp sites",III,93.0,0.0,2017,93.0
"Hostele 
Hostels",III,47470.0,15012.0,2017,32458.0
"Zakłady uzdrowiskowe 
Health establishments",III,62207.0,2914.0,2017,59293.0
"Pokoje gościnne 
Rooms for guests",III,32604.0,3769.0,2017,28835.0
"Kwatery agroturystyczne 
Agrotourism lodgings",III,4937.0,348.0,2017,4589.0
"Pozostałe niesklasyfikowane 
Other not classified",III,56054.0,3730.0,2017,52324.0
O G Ó Ł E M                       2016           ,IV,2238153.0,482790.0,2017,1755363.0
T O T A L                            2017            ,IV,2285368.0,518750.0,2017,1766618.0
"Obiekty hotelowe 
Hotels and similar establishments",IV,1841180.0,468616.0,2017,1372564.0
"Hotele 
Hotels",IV,1609386.0,432150.0,2017,1177236.0
"Motele  
Motels",IV,18268.0,0.0,2017,18268.0
"Pensjonaty 
Boarding house",IV,36318.0,0.0,2017,36318.0
"Inne obiekty hotelowe 
Other hotel facilities",IV,177208.0,30170.0,2017,147038.0
"Pozostałe obiekty noclegowe
Other facilities ",IV,444188.0,0.0,2017,444188.0
"Domy wycieczkowe 
Excursion hostels",IV,6236.0,208.0,2017,6028.0
"Schroniska 
Shelters",IV,11425.0,232.0,2017,11193.0
"Schroniska młodzieżowe 
Youth hostels",IV,8702.0,1134.0,2017,7568.0
"Szkolne schroniska młodzieżowe
School youth hostels",IV,27893.0,0.0,2017,27893.0
"Ośrodki wczasowe 
Holiday centres",IV,72022.0,5984.0,2017,66038.0
"Ośrodki kolonijne 
Holiday youth centers",IV,4790.0,34.0,2017,4756.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IV,70317.0,3071.0,2017,67246.0
"Domy pracy twórczej 
Creative arts centres",IV,3067.0,100.0,2017,2967.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IV,8616.0,0.0,2017,8616.0
"Kempingi 
Camping sites",IV,1981.0,822.0,2017,1159.0
"Pola biwakowe  
Tent camp sites",IV,390.0,0.0,2017,390.0
"Hostele 
Hostels",IV,51760.0,17690.0,2017,34070.0
"Zakłady uzdrowiskowe 
Health establishments",IV,66952.0,3772.0,2017,63180.0
"Pokoje gościnne 
Rooms for guests",IV,37155.0,4706.0,2017,32449.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IV,7359.0,633.0,2017,6726.0
"Pozostałe niesklasyfikowane 
Other not classified",IV,65523.0,7907.0,2017,57616.0
O G Ó Ł E M                       2016           ,V,2692655.0,592182.0,2017,2100473.0
T O T A L                            2017            ,V,2847226.0,609705.0,2017,2237521.0
"Obiekty hotelowe 
Hotels and similar establishments",V,2131121.0,545931.0,2017,1585190.0
"Hotele 
Hotels",V,1843471.0,502170.0,2017,1341301.0
"Motele  
Motels",V,21113.0,0.0,2017,21113.0
"Pensjonaty 
Boarding house",V,49709.0,0.0,2017,49709.0
"Inne obiekty hotelowe 
Other hotel facilities",V,216828.0,35897.0,2017,180931.0
"Pozostałe obiekty noclegowe
Other facilities ",V,716105.0,0.0,2017,716105.0
"Domy wycieczkowe 
Excursion hostels",V,11917.0,442.0,2017,11475.0
"Schroniska 
Shelters",V,17522.0,507.0,2017,17015.0
"Schroniska młodzieżowe 
Youth hostels",V,12699.0,1103.0,2017,11596.0
"Szkolne schroniska młodzieżowe
School youth hostels",V,49111.0,0.0,2017,49111.0
"Ośrodki wczasowe 
Holiday centres",V,154773.0,7797.0,2017,146976.0
"Ośrodki kolonijne 
Holiday youth centers",V,12254.0,0.0,2017,12254.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",V,115691.0,4684.0,2017,111007.0
"Domy pracy twórczej 
Creative arts centres",V,4096.0,210.0,2017,3886.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",V,28073.0,0.0,2017,28073.0
"Kempingi 
Camping sites",V,14027.0,6694.0,2017,7333.0
"Pola biwakowe  
Tent camp sites",V,1659.0,0.0,2017,1659.0
"Hostele 
Hostels",V,66974.0,18090.0,2017,48884.0
"Zakłady uzdrowiskowe 
Health establishments",V,66674.0,5176.0,2017,61498.0
"Pokoje gościnne 
Rooms for guests",V,54866.0,6058.0,2017,48808.0
"Kwatery agroturystyczne 
Agrotourism lodgings",V,12380.0,597.0,2017,11783.0
"Pozostałe niesklasyfikowane 
Other not classified",V,93389.0,7649.0,2017,85740.0
O G Ó Ł E M                       2016           ,VI,3021650.0,627556.0,2017,2394094.0
T O T A L                            2017            ,VI,3250518.0,672919.0,2017,2577599.0
"Obiekty hotelowe 
Hotels and similar establishments",VI,2318266.0,591451.0,2017,1726815.0
"Hotele 
Hotels",VI,1990293.0,543418.0,2017,1446875.0
"Motele  
Motels",VI,20925.0,0.0,2017,20925.0
"Pensjonaty 
Boarding house",VI,60399.0,0.0,2017,60399.0
"Inne obiekty hotelowe 
Other hotel facilities",VI,246649.0,39437.0,2017,207212.0
"Pozostałe obiekty noclegowe
Other facilities ",VI,932252.0,0.0,2017,932252.0
"Domy wycieczkowe 
Excursion hostels",VI,10852.0,458.0,2017,10394.0
"Schroniska 
Shelters",VI,19972.0,655.0,2017,19317.0
"Schroniska młodzieżowe 
Youth hostels",VI,11370.0,1329.0,2017,10041.0
"Szkolne schroniska młodzieżowe
School youth hostels",VI,46403.0,0.0,2017,46403.0
"Ośrodki wczasowe 
Holiday centres",VI,231869.0,9114.0,2017,222755.0
"Ośrodki kolonijne 
Holiday youth centers",VI,27598.0,10.0,2017,27588.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VI,152069.0,4764.0,2017,147305.0
"Domy pracy twórczej 
Creative arts centres",VI,5797.0,383.0,2017,5414.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VI,53544.0,0.0,2017,53544.0
"Kempingi 
Camping sites",VI,31321.0,14774.0,2017,16547.0
"Pola biwakowe  
Tent camp sites",VI,7812.0,0.0,2017,7812.0
"Hostele 
Hostels",VI,69065.0,20171.0,2017,48894.0
"Zakłady uzdrowiskowe 
Health establishments",VI,75268.0,4644.0,2017,70624.0
"Pokoje gościnne 
Rooms for guests",VI,73132.0,7774.0,2017,65358.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VI,15597.0,785.0,2017,14812.0
"Pozostałe niesklasyfikowane 
Other not classified",VI,100583.0,9955.0,2017,90628.0
O G Ó Ł E M                       2016           ,VII,3562000.0,766909.0,2017,2795091.0
T O T A L                            2017            ,VII,3755086.0,813694.0,2017,2941392.0
"Obiekty hotelowe 
Hotels and similar establishments",VII,2391162.0,683533.0,2017,1707629.0
"Hotele 
Hotels",VII,2014931.0,621031.0,2017,1393900.0
"Motele  
Motels",VII,22167.0,0.0,2017,22167.0
"Pensjonaty 
Boarding house",VII,71848.0,0.0,2017,71848.0
"Inne obiekty hotelowe 
Other hotel facilities",VII,282216.0,51054.0,2017,231162.0
"Pozostałe obiekty noclegowe
Other facilities ",VII,1363924.0,0.0,2017,1363924.0
"Domy wycieczkowe 
Excursion hostels",VII,11728.0,281.0,2017,11447.0
"Schroniska 
Shelters",VII,24107.0,1253.0,2017,22854.0
"Schroniska młodzieżowe 
Youth hostels",VII,10176.0,1681.0,2017,8495.0
"Szkolne schroniska młodzieżowe
School youth hostels",VII,41988.0,0.0,2017,41988.0
"Ośrodki wczasowe 
Holiday centres",VII,354221.0,13693.0,2017,340528.0
"Ośrodki kolonijne 
Holiday youth centers",VII,33191.0,252.0,2017,32939.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VII,155047.0,4920.0,2017,150127.0
"Domy pracy twórczej 
Creative arts centres",VII,5446.0,434.0,2017,5012.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VII,101010.0,0.0,2017,101010.0
"Kempingi 
Camping sites",VII,103522.0,31694.0,2017,71828.0
"Pola biwakowe  
Tent camp sites",VII,44827.0,0.0,2017,44827.0
"Hostele 
Hostels",VII,82125.0,26786.0,2017,55339.0
"Zakłady uzdrowiskowe 
Health establishments",VII,83285.0,6188.0,2017,77097.0
"Pokoje gościnne 
Rooms for guests",VII,152612.0,11354.0,2017,141258.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VII,26830.0,1242.0,2017,25588.0
"Pozostałe niesklasyfikowane 
Other not classified",VII,133809.0,16279.0,2017,117530.0
O G Ó Ł E M                       2016           ,VIII,3673076.0,786052.0,2017,2887024.0
T O T A L                            2017            ,VIII,3803479.0,818362.0,2017,2985117.0
"Obiekty hotelowe 
Hotels and similar establishments",VIII,2488433.0,697449.0,2017,1790984.0
"Hotele 
Hotels",VIII,2109888.0,637770.0,2017,1472118.0
"Motele  
Motels",VIII,21737.0,0.0,2017,21737.0
"Pensjonaty 
Boarding house",VIII,73925.0,0.0,2017,73925.0
"Inne obiekty hotelowe 
Other hotel facilities",VIII,282883.0,49011.0,2017,233872.0
"Pozostałe obiekty noclegowe
Other facilities ",VIII,1315046.0,0.0,2017,1315046.0
"Domy wycieczkowe 
Excursion hostels",VIII,12289.0,567.0,2017,11722.0
"Schroniska 
Shelters",VIII,28707.0,1101.0,2017,27606.0
"Schroniska młodzieżowe 
Youth hostels",VIII,9470.0,1271.0,2017,8199.0
"Szkolne schroniska młodzieżowe
School youth hostels",VIII,40005.0,0.0,2017,40005.0
"Ośrodki wczasowe 
Holiday centres",VIII,338094.0,12665.0,2017,325429.0
"Ośrodki kolonijne 
Holiday youth centers",VIII,31089.0,158.0,2017,30931.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VIII,152083.0,5713.0,2017,146370.0
"Domy pracy twórczej 
Creative arts centres",VIII,5596.0,306.0,2017,5290.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VIII,99229.0,0.0,2017,99229.0
"Kempingi 
Camping sites",VIII,99836.0,29457.0,2017,70379.0
"Pola biwakowe  
Tent camp sites",VIII,36641.0,0.0,2017,36641.0
"Hostele 
Hostels",VIII,71135.0,25819.0,2017,45316.0
"Zakłady uzdrowiskowe 
Health establishments",VIII,84394.0,6352.0,2017,78042.0
"Pokoje gościnne 
Rooms for guests",VIII,148227.0,10165.0,2017,138062.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VIII,25964.0,1129.0,2017,24835.0
"Pozostałe niesklasyfikowane 
Other not classified",VIII,132287.0,14441.0,2017,117846.0
O G Ó Ł E M                       2016           ,IX,2988738.0,649795.0,2017,2338943.0
T O T A L                            2017            ,IX,3123243.0,691575.0,2017,2431668.0
"Obiekty hotelowe 
Hotels and similar establishments",IX,2393215.0,615800.0,2017,1777415.0
"Hotele 
Hotels",IX,2075922.0,566163.0,2017,1509759.0
"Motele  
Motels",IX,20594.0,0.0,2017,20594.0
"Pensjonaty 
Boarding house",IX,55117.0,0.0,2017,55117.0
"Inne obiekty hotelowe 
Other hotel facilities",IX,241582.0,40962.0,2017,200620.0
"Pozostałe obiekty noclegowe
Other facilities ",IX,730028.0,0.0,2017,730028.0
"Domy wycieczkowe 
Excursion hostels",IX,8723.0,572.0,2017,8151.0
"Schroniska 
Shelters",IX,19891.0,992.0,2017,18899.0
"Schroniska młodzieżowe 
Youth hostels",IX,7303.0,1133.0,2017,6170.0
"Szkolne schroniska młodzieżowe
School youth hostels",IX,29273.0,0.0,2017,29273.0
"Ośrodki wczasowe 
Holiday centres",IX,166918.0,10502.0,2017,156416.0
"Ośrodki kolonijne 
Holiday youth centers",IX,10461.0,0.0,2017,10461.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IX,119157.0,3451.0,2017,115706.0
"Domy pracy twórczej 
Creative arts centres",IX,4952.0,311.0,2017,4641.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IX,29865.0,0.0,2017,29865.0
"Kempingi 
Camping sites",IX,15898.0,6822.0,2017,9076.0
"Pola biwakowe  
Tent camp sites",IX,3524.0,0.0,2017,3524.0
"Hostele 
Hostels",IX,64091.0,22636.0,2017,41455.0
"Zakłady uzdrowiskowe 
Health establishments",IX,77073.0,6906.0,2017,70167.0
"Pokoje gościnne 
Rooms for guests",IX,58750.0,6858.0,2017,51892.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IX,12218.0,575.0,2017,11643.0
"Pozostałe niesklasyfikowane 
Other not classified",IX,101931.0,10355.0,2017,91576.0
O G Ó Ł E M                       2016           ,X,2518407.0,550387.0,2017,1968020.0
T O T A L                            2017            ,X,2671256.0,599323.0,2017,2071933.0
"Obiekty hotelowe 
Hotels and similar establishments",X,2170908.0,541211.0,2017,1629697.0
"Hotele 
Hotels",X,1899212.0,496085.0,2017,1403127.0
"Motele  
Motels",X,20072.0,0.0,2017,20072.0
"Pensjonaty 
Boarding house",X,41229.0,0.0,2017,41229.0
"Inne obiekty hotelowe 
Other hotel facilities",X,210395.0,37426.0,2017,172969.0
"Pozostałe obiekty noclegowe
Other facilities ",X,500348.0,0.0,2017,500348.0
"Domy wycieczkowe 
Excursion hostels",X,7736.0,350.0,2017,7386.0
"Schroniska 
Shelters",X,13898.0,474.0,2017,13424.0
"Schroniska młodzieżowe 
Youth hostels",X,7156.0,1532.0,2017,5624.0
"Szkolne schroniska młodzieżowe
School youth hostels",X,29646.0,0.0,2017,29646.0
"Ośrodki wczasowe 
Holiday centres",X,76571.0,8224.0,2017,68347.0
"Ośrodki kolonijne 
Holiday youth centers",X,5823.0,7.0,2017,5816.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",X,86642.0,2888.0,2017,83754.0
"Domy pracy twórczej 
Creative arts centres",X,2826.0,121.0,2017,2705.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",X,10379.0,0.0,2017,10379.0
"Kempingi 
Camping sites",X,3322.0,943.0,2017,2379.0
"Pola biwakowe  
Tent camp sites",X,399.0,0.0,2017,399.0
"Hostele 
Hostels",X,62349.0,20080.0,2017,42269.0
"Zakłady uzdrowiskowe 
Health establishments",X,74134.0,5074.0,2017,69060.0
"Pokoje gościnne 
Rooms for guests",X,40025.0,5813.0,2017,34212.0
"Kwatery agroturystyczne 
Agrotourism lodgings",X,7103.0,453.0,2017,6650.0
"Pozostałe niesklasyfikowane 
Other not classified",X,72339.0,8110.0,2017,64229.0
O G Ó Ł E M                       2016           ,XI,2086069.0,426656.0,2017,1659413.0
T O T A L                            2017            ,XI,2273641.0,479787.0,2017,1793854.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,1901438.0,437214.0,2017,1464224.0
"Hotele 
Hotels",XI,1680761.0,403890.0,2017,1276871.0
"Motele  
Motels",XI,17843.0,0.0,2017,17843.0
"Pensjonaty 
Boarding house",XI,30325.0,0.0,2017,30325.0
"Inne obiekty hotelowe 
Other hotel facilities",XI,172509.0,27960.0,2017,144549.0
"Pozostałe obiekty noclegowe
Other facilities ",XI,372203.0,0.0,2017,372203.0
"Domy wycieczkowe 
Excursion hostels",XI,5810.0,461.0,2017,5349.0
"Schroniska 
Shelters",XI,8237.0,192.0,2017,8045.0
"Schroniska młodzieżowe 
Youth hostels",XI,5680.0,938.0,2017,4742.0
"Szkolne schroniska młodzieżowe
School youth hostels",XI,20412.0,0.0,2017,20412.0
"Ośrodki wczasowe 
Holiday centres",XI,50638.0,5164.0,2017,45474.0
"Ośrodki kolonijne 
Holiday youth centers",XI,3810.0,5.0,2017,3805.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XI,56528.0,1546.0,2017,54982.0
"Domy pracy twórczej 
Creative arts centres",XI,2276.0,94.0,2017,2182.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XI,3747.0,0.0,2017,3747.0
"Kempingi 
Camping sites",XI,783.0,147.0,2017,636.0
"Pola biwakowe  
Tent camp sites",XI,57.0,0.0,2017,57.0
"Hostele 
Hostels",XI,52651.0,17808.0,2017,34843.0
"Zakłady uzdrowiskowe 
Health establishments",XI,68636.0,2056.0,2017,66580.0
"Pokoje gościnne 
Rooms for guests",XI,32019.0,4997.0,2017,27022.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XI,5286.0,413.0,2017,4873.0
"Pozostałe niesklasyfikowane 
Other not classified",XI,55633.0,6020.0,2017,49613.0
O G Ó Ł E M                       2016           ,XII,1925399.0,404154.0,2017,1521245.0
T O T A L                            2017            ,XII,2116904.0,463935.0,2017,1652969.0
"Obiekty hotelowe 
Hotels and similar establishments",XII,1746473.0,420224.0,2017,1326249.0
"Hotele 
Hotels",XII,1539809.0,386030.0,2017,1153779.0
"Motele  
Motels",XII,15488.0,0.0,2017,15488.0
"Pensjonaty 
Boarding house",XII,34819.0,0.0,2017,34819.0
"Inne obiekty hotelowe 
Other hotel facilities",XII,156357.0,28838.0,2017,127519.0
"Pozostałe obiekty noclegowe
Other facilities ",XII,370431.0,0.0,2017,370431.0
"Domy wycieczkowe 
Excursion hostels",XII,6423.0,226.0,2017,6197.0
"Schroniska 
Shelters",XII,11208.0,157.0,2017,11051.0
"Schroniska młodzieżowe 
Youth hostels",XII,4194.0,844.0,2017,3350.0
"Szkolne schroniska młodzieżowe
School youth hostels",XII,17137.0,0.0,2017,17137.0
"Ośrodki wczasowe 
Holiday centres",XII,64311.0,5856.0,2017,58455.0
"Ośrodki kolonijne 
Holiday youth centers",XII,2125.0,0.0,2017,2125.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XII,55233.0,2298.0,2017,52935.0
"Domy pracy twórczej 
Creative arts centres",XII,2474.0,55.0,2017,2419.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XII,5021.0,0.0,2017,5021.0
"Kempingi 
Camping sites",XII,781.0,111.0,2017,670.0
"Pola biwakowe  
Tent camp sites",XII,72.0,0.0,2017,72.0
"Hostele 
Hostels",XII,50433.0,17648.0,2017,32785.0
"Zakłady uzdrowiskowe 
Health establishments",XII,51970.0,2745.0,2017,49225.0
"Pokoje gościnne 
Rooms for guests",XII,42273.0,5677.0,2017,36596.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XII,7009.0,379.0,2017,6630.0
"Pozostałe niesklasyfikowane 
Other not classified",XII,49767.0,5547.0,2017,44220.0
OGÓŁEM,I,2232273.0,408895.0,2025,1823378.0
Obiekty hotelowe,I,2064358.0,0.0,2025,2064358.0
Hotele,I,1773002.0,378825.0,2025,1394177.0
Motele,I,11890.0,1263.0,2025,10627.0
Pensjonaty,I,37839.0,3953.0,2025,33886.0
Inne obiekty hotelowe,I,241627.0,38117.0,2025,203510.0
Pozostałe obiekty noclegowe,I,462954.0,53104.0,2025,409850.0
Domy wycieczkowe,I,1897.0,198.0,2025,1699.0
Schroniska,I,12687.0,256.0,2025,12431.0
Schroniska młodzieżowe,I,2772.0,465.0,2025,2307.0
Szkolne schroniska młodzieżowe,I,11544.0,814.0,2025,10730.0
Ośrodki wczasowe,I,70251.0,4300.0,2025,65951.0
Ośrodki kolonijne,I,2159.0,12.0,2025,2147.0
Ośrodki szkoleniowo-wypoczynkowe,I,47545.0,2488.0,2025,45057.0
Domy pracy twórczej,I,1932.0,79.0,2025,1853.0
Zespoły domków turystycznych,I,14848.0,284.0,2025,14564.0
Kempingi,I,1113.0,81.0,2025,1032.0
Pola biwakowe,I,295.0,154.0,2025,141.0
Hostele,I,55362.0,19472.0,2025,35890.0
Zakłady uzdrowiskowe,I,64918.0,1107.0,2025,63811.0
Pokoje gościnne,I,125401.0,17722.0,2025,107679.0
Kwatery agroturystyczne,I,6007.0,403.0,2025,5604.0
Pozostałe niesklasyfikowane,I,44223.0,5269.0,2025,38954.0
OGÓŁEM,II,2378165.0,451087.0,2025,1927078.0
Obiekty hotelowe,II,2184537.0,0.0,2025,2184537.0
Hotele,II,1877560.0,381894.0,2025,1495666.0
Motele,II,12054.0,1495.0,2025,10559.0
Pensjonaty,II,39977.0,4196.0,2025,35781.0
Inne obiekty hotelowe,II,254946.0,40469.0,2025,214477.0
Pozostałe obiekty noclegowe,II,492036.0,57036.0,2025,435000.0
Domy wycieczkowe,II,2948.0,156.0,2025,2792.0
Schroniska,II,13664.0,255.0,2025,13409.0
Schroniska młodzieżowe,II,3782.0,554.0,2025,3228.0
Szkolne schroniska młodzieżowe,II,12293.0,716.0,2025,11577.0
Ośrodki wczasowe,II,91754.0,5852.0,2025,85902.0
Ośrodki kolonijne,II,2468.0,9.0,2025,2459.0
Ośrodki szkoleniowo-wypoczynkowe,II,52905.0,2659.0,2025,50246.0
Domy pracy twórczej,II,1750.0,64.0,2025,1686.0
Zespoły domków turystycznych,II,14186.0,754.0,2025,13432.0
Kempingi,II,1129.0,37.0,2025,1092.0
Pola biwakowe,II,132.0,74.0,2025,58.0
Hostele,II,47795.0,18363.0,2025,29432.0
Zakłady uzdrowiskowe,II,56853.0,1041.0,2025,55812.0
